gm,gemeente,party,votes
GM1740,Neder-Betuwe,GROENLINKS,214
GM1740,Neder-Betuwe,JA21,371
GM1740,Neder-Betuwe,Lokale Partijen Gelderland,119
GM1740,Neder-Betuwe,ONS Gelderland,55
GM1740,Neder-Betuwe,PVV (Partij voor de Vrijheid),578
GM1740,Neder-Betuwe,Partij van de Arbeid (P.v.d.A.),661
GM1740,Neder-Betuwe,Partij voor de Dieren,181
GM1740,Neder-Betuwe,SP (Socialistische Partij),197
GM1740,Neder-Betuwe,Staatkundig Gereformeerde Partij (SGP),4695
GM1740,Neder-Betuwe,VVD,765
GM1740,Neder-Betuwe,Volt,119
GM1742,Rijssen-Holten,50PLUS,142
GM1742,Rijssen-Holten,Alliantie,205
GM1742,Rijssen-Holten,BBB,6171
GM1742,Rijssen-Holten,Belang van Nederland (BVNL),125
GM1742,Rijssen-Holten,CDA,1627
GM1742,Rijssen-Holten,ChristenUnie,2103
GM1742,Rijssen-Holten,D66,323
GM1742,Rijssen-Holten,Forum voor Democratie,539
GM1742,Rijssen-Holten,GROENLINKS,528
GM1742,Rijssen-Holten,JA21,591
GM1742,Rijssen-Holten,JEZUS LEEFT,34
GM1742,Rijssen-Holten,PVV (Partij voor de Vrijheid),831
GM1742,Rijssen-Holten,Partij van de Arbeid (P.v.d.A.),695
GM1742,Rijssen-Holten,Partij voor de Dieren,300
GM1742,Rijssen-Holten,SP (Socialistische Partij),277
GM1742,Rijssen-Holten,Samen Lokaal Twente,221
GM1742,Rijssen-Holten,Staatkundig Gereformeerde Partij (SGP),5746
GM1742,Rijssen-Holten,VVD,1189
GM1742,Rijssen-Holten,Volt,228
GM1771,Geldrop-Mierlo,50PLUS,536
GM1771,Geldrop-Mierlo,"AWP voor water, klimaat en natuur",107
GM1771,Geldrop-Mierlo,Alliantie,94
GM1771,Geldrop-Mierlo,BBB,2518
GM1771,Geldrop-Mierlo,Belang van Nederland (BVNL),177
GM1771,Geldrop-Mierlo,CDA,1311
GM1771,Geldrop-Mierlo,ChristenUnie-SGP,197
GM1771,Geldrop-Mierlo,D66,1266
GM1771,Geldrop-Mierlo,Forum voor Democratie,556
GM1771,Geldrop-Mierlo,GROENLINKS,1504
GM1771,Geldrop-Mierlo,JA21,708
GM1771,Geldrop-Mierlo,JEZUS LEEFT,7
GM1771,Geldrop-Mierlo,Lokaal Brabant,660
GM1771,Geldrop-Mierlo,Ouderen Appèl - Hart voor Brabant,87
GM1771,Geldrop-Mierlo,PVV (Partij voor de Vrijheid),1289
GM1771,Geldrop-Mierlo,Partij van de Arbeid (P.v.d.A.),1491
GM1771,Geldrop-Mierlo,Partij voor de Dieren,732
GM1771,Geldrop-Mierlo,SP (Socialistische Partij),1370
GM1771,Geldrop-Mierlo,VVD,2260
GM1771,Geldrop-Mierlo,Volt,495
GM1773,Olst-Wijhe,50PLUS,135
GM1773,Olst-Wijhe,Alliantie,55
GM1773,Olst-Wijhe,BBB,4326
GM1773,Olst-Wijhe,Belang van Nederland (BVNL),49
GM1773,Olst-Wijhe,CDA,849
GM1773,Olst-Wijhe,ChristenUnie,292
GM1773,Olst-Wijhe,D66,345
GM1773,Olst-Wijhe,Forum voor Democratie,184
GM1773,Olst-Wijhe,GROENLINKS,890
GM1773,Olst-Wijhe,JA21,264
GM1773,Olst-Wijhe,JEZUS LEEFT,2
GM1773,Olst-Wijhe,PVV (Partij voor de Vrijheid),371
GM1773,Olst-Wijhe,Partij van de Arbeid (P.v.d.A.),865
GM1773,Olst-Wijhe,Partij voor de Dieren,513
GM1773,Olst-Wijhe,SP (Socialistische Partij),284
GM1773,Olst-Wijhe,Samen Lokaal Twente,34
GM1773,Olst-Wijhe,Staatkundig Gereformeerde Partij (SGP),47
GM1773,Olst-Wijhe,VVD,877
GM1773,Olst-Wijhe,Volt,227
GM1774,Dinkelland,50PLUS,149
GM1774,Dinkelland,Alliantie,146
GM1774,Dinkelland,BBB,8253
GM1774,Dinkelland,Belang van Nederland (BVNL),93
GM1774,Dinkelland,CDA,1807
GM1774,Dinkelland,ChristenUnie,127
GM1774,Dinkelland,D66,319
GM1774,Dinkelland,Forum voor Democratie,220
GM1774,Dinkelland,GROENLINKS,583
GM1774,Dinkelland,JA21,647
GM1774,Dinkelland,JEZUS LEEFT,5
GM1774,Dinkelland,PVV (Partij voor de Vrijheid),555
GM1774,Dinkelland,Partij van de Arbeid (P.v.d.A.),551
GM1774,Dinkelland,Partij voor de Dieren,236
GM1774,Dinkelland,SP (Socialistische Partij),181
GM1774,Dinkelland,Samen Lokaal Twente,288
GM1774,Dinkelland,Staatkundig Gereformeerde Partij (SGP),14
GM1774,Dinkelland,VVD,1305
GM1774,Dinkelland,Volt,231
GM1783,Westland,50PLUS,1416
GM1783,Westland,"AWP voor water, klimaat en natuur",606
GM1783,Westland,BBB,11412
GM1783,Westland,Belang van Nederland (BVNL),985
GM1783,Westland,CDA,5803
GM1783,Westland,ChristenUnie,1644
GM1783,Westland,D66,2272
GM1783,Westland,DENK,175
GM1783,Westland,Forum voor Democratie,2119
GM1783,Westland,GOUD,140
GM1783,Westland,GROENLINKS,2245
GM1783,Westland,JA21,3957
GM1783,Westland,JEZUS LEEFT,61
GM1783,Westland,PVV (Partij voor de Vrijheid),3903
GM1783,Westland,Partij van de Arbeid (P.v.d.A.),1754
GM1783,Westland,Partij voor de Dieren,1323
GM1783,Westland,SP (Socialistische Partij),925
GM1783,Westland,Staatkundig Gereformeerde Partij (SGP),941
GM1783,Westland,VVD,9338
GM1783,Westland,Volt,733
GM1842,Midden-Delfland,50PLUS,271
GM1842,Midden-Delfland,"AWP voor water, klimaat en natuur",177
GM1842,Midden-Delfland,BBB,2205
GM1842,Midden-Delfland,Belang van Nederland (BVNL),134
GM1842,Midden-Delfland,CDA,1239
GM1842,Midden-Delfland,ChristenUnie,464
GM1842,Midden-Delfland,D66,794
GM1842,Midden-Delfland,DENK,22
GM1842,Midden-Delfland,Forum voor Democratie,247
GM1842,Midden-Delfland,GOUD,29
GM1842,Midden-Delfland,GROENLINKS,872
GM1842,Midden-Delfland,JA21,667
GM1842,Midden-Delfland,JEZUS LEEFT,10
GM1842,Midden-Delfland,PVV (Partij voor de Vrijheid),410
GM1842,Midden-Delfland,Partij van de Arbeid (P.v.d.A.),515
GM1842,Midden-Delfland,Partij voor de Dieren,322
GM1842,Midden-Delfland,SP (Socialistische Partij),206
GM1842,Midden-Delfland,Staatkundig Gereformeerde Partij (SGP),66
GM1842,Midden-Delfland,VVD,1606
GM1842,Midden-Delfland,Volt,226
GM1859,Berkelland,50PLUS,500
GM1859,Berkelland,BBB,12074
GM1859,Berkelland,Belang van Nederland (BVNL),113
GM1859,Berkelland,CDA,2040
GM1859,Berkelland,ChristenUnie,445
GM1859,Berkelland,D66,744
GM1859,Berkelland,Forum voor Democratie,529
GM1859,Berkelland,GROENLINKS,1117
GM1859,Berkelland,JA21,736
GM1859,Berkelland,Lokale Partijen Gelderland,301
GM1859,Berkelland,ONS Gelderland,60
GM1859,Berkelland,PVV (Partij voor de Vrijheid),741
GM1859,Berkelland,Partij van de Arbeid (P.v.d.A.),2442
GM1859,Berkelland,Partij voor de Dieren,592
GM1859,Berkelland,SP (Socialistische Partij),712
GM1859,Berkelland,Staatkundig Gereformeerde Partij (SGP),45
GM1859,Berkelland,VVD,2048
GM1859,Berkelland,Volt,482
GM1876,Bronckhorst,50PLUS,335
GM1876,Bronckhorst,BBB,9766
GM1876,Bronckhorst,Belang van Nederland (BVNL),114
GM1876,Bronckhorst,CDA,1780
GM1876,Bronckhorst,ChristenUnie,576
GM1876,Bronckhorst,D66,778
GM1876,Bronckhorst,Forum voor Democratie,341
GM1876,Bronckhorst,GROENLINKS,1150
GM1876,Bronckhorst,JA21,573
GM1876,Bronckhorst,Lokale Partijen Gelderland,398
GM1876,Bronckhorst,ONS Gelderland,69
GM1876,Bronckhorst,PVV (Partij voor de Vrijheid),505
GM1876,Bronckhorst,Partij van de Arbeid (P.v.d.A.),1677
GM1876,Bronckhorst,Partij voor de Dieren,731
GM1876,Bronckhorst,SP (Socialistische Partij),437
GM1876,Bronckhorst,Staatkundig Gereformeerde Partij (SGP),197
GM1876,Bronckhorst,VVD,2003
GM1876,Bronckhorst,Volt,444
GM1883,Sittard-Geleen,50PLUS,747
GM1883,Sittard-Geleen,"AWP voor Water, Klimaat en Natuur",259
GM1883,Sittard-Geleen,BBB,6188
GM1883,Sittard-Geleen,Belang van Nederland (BVNL),329
GM1883,Sittard-Geleen,CDA,3708
GM1883,Sittard-Geleen,ChristenUnie,240
GM1883,Sittard-Geleen,D66,2425
GM1883,Sittard-Geleen,Forum voor Democratie,1573
GM1883,Sittard-Geleen,GROENLINKS,3724
GM1883,Sittard-Geleen,Hart voor Vrijheid,32
GM1883,Sittard-Geleen,JA21,1665
GM1883,Sittard-Geleen,JEZUS LEEFT,97
GM1883,Sittard-Geleen,LOKAAL-LIMBURG,1514
GM1883,Sittard-Geleen,Limburgse Senioren Partij (LSP),316
GM1883,Sittard-Geleen,Omzien!,91
GM1883,Sittard-Geleen,PVV (Partij voor de Vrijheid),5416
GM1883,Sittard-Geleen,Partij van de Arbeid (P.v.d.A.),2835
GM1883,Sittard-Geleen,Partij voor de Dieren,1675
GM1883,Sittard-Geleen,SP (Socialistische Partij),2435
GM1883,Sittard-Geleen,VVD,3429
GM1884,Kaag en Braassem,50PLUS,489
GM1884,Kaag en Braassem,"AWP voor water, klimaat en natuur",149
GM1884,Kaag en Braassem,BBB,3570
GM1884,Kaag en Braassem,Belang van Nederland (BVNL),155
GM1884,Kaag en Braassem,CDA,1399
GM1884,Kaag en Braassem,ChristenUnie,229
GM1884,Kaag en Braassem,D66,995
GM1884,Kaag en Braassem,DENK,30
GM1884,Kaag en Braassem,Forum voor Democratie,456
GM1884,Kaag en Braassem,GOUD,48
GM1884,Kaag en Braassem,GROENLINKS,884
GM1884,Kaag en Braassem,JA21,959
GM1884,Kaag en Braassem,PVV (Partij voor de Vrijheid),783
GM1884,Kaag en Braassem,Partij van de Arbeid (P.v.d.A.),661
GM1884,Kaag en Braassem,Partij voor de Dieren,453
GM1884,Kaag en Braassem,SP (Socialistische Partij),367
GM1884,Kaag en Braassem,Staatkundig Gereformeerde Partij (SGP),78
GM1884,Kaag en Braassem,VVD,2152
GM1884,Kaag en Braassem,Volt,268
GM1891,Dantumadiel,50PLUS,60
GM1891,Dantumadiel,"AWP voor Water, Klimaat en Natuur",34
GM1891,Dantumadiel,BBB,3271
GM1891,Dantumadiel,Belang van Nederland (BVNL),443
GM1891,Dantumadiel,CDA,1120
GM1891,Dantumadiel,ChristenUnie,1129
GM1891,Dantumadiel,D66,159
GM1891,Dantumadiel,FNP,898
GM1891,Dantumadiel,Forum voor Democratie,417
GM1891,Dantumadiel,GROENLINKS,335
GM1891,Dantumadiel,JA21,245
GM1891,Dantumadiel,PVV (Partij voor de Vrijheid),619
GM1891,Dantumadiel,Partij van de Arbeid (P.v.d.A.),670
GM1891,Dantumadiel,Partij voor de Dieren,183
GM1891,Dantumadiel,Provinciaal Belang Fryslân,118
GM1891,Dantumadiel,SP (Socialistische Partij),283
GM1891,Dantumadiel,VVD,325
GM1892,Zuidplas,50PLUS,667
GM1892,Zuidplas,"AWP voor water, klimaat en natuur",215
GM1892,Zuidplas,BBB,3230
GM1892,Zuidplas,Belang van Nederland (BVNL),226
GM1892,Zuidplas,CDA,1295
GM1892,Zuidplas,ChristenUnie,1520
GM1892,Zuidplas,D66,1237
GM1892,Zuidplas,DENK,54
GM1892,Zuidplas,Forum voor Democratie,729
GM1892,Zuidplas,GOUD,114
GM1892,Zuidplas,GROENLINKS,1302
GM1892,Zuidplas,JA21,1471
GM1892,Zuidplas,PVV (Partij voor de Vrijheid),1088
GM1892,Zuidplas,Partij van de Arbeid (P.v.d.A.),1060
GM1892,Zuidplas,Partij voor de Dieren,709
GM1892,Zuidplas,SP (Socialistische Partij),593
GM1892,Zuidplas,Staatkundig Gereformeerde Partij (SGP),1794
GM1892,Zuidplas,VVD,3080
GM1892,Zuidplas,Volt,354
GM1894,Peel en Maas,50PLUS,325
GM1894,Peel en Maas,"AWP voor Water, Klimaat en Natuur",104
GM1894,Peel en Maas,BBB,6286
GM1894,Peel en Maas,Belang van Nederland (BVNL),188
GM1894,Peel en Maas,CDA,3156
GM1894,Peel en Maas,ChristenUnie,129
GM1894,Peel en Maas,D66,1133
GM1894,Peel en Maas,Forum voor Democratie,494
GM1894,Peel en Maas,GROENLINKS,1086
GM1894,Peel en Maas,JA21,905
GM1894,Peel en Maas,LOKAAL-LIMBURG,479
GM1894,Peel en Maas,Limburgse Senioren Partij (LSP),162
GM1894,Peel en Maas,Omzien!,59
GM1894,Peel en Maas,PVV (Partij voor de Vrijheid),2045
GM1894,Peel en Maas,Partij van de Arbeid (P.v.d.A.),877
GM1894,Peel en Maas,Partij voor de Dieren,451
GM1894,Peel en Maas,SP (Socialistische Partij),909
GM1894,Peel en Maas,VVD,1902
GM1895,Oldambt,50PLUS,335
GM1895,Oldambt,BBB,5830
GM1895,Oldambt,Belang van Nederland (BVNL),166
GM1895,Oldambt,CDA,579
GM1895,Oldambt,ChristenUnie,777
GM1895,Oldambt,D66,497
GM1895,Oldambt,Forum voor Democratie,572
GM1895,Oldambt,GROENLINKS,779
GM1895,Oldambt,Groninger Belang,1065
GM1895,Oldambt,JA21,371
GM1895,Oldambt,JEZUS LEEFT,16
GM1895,Oldambt,PVV (Partij voor de Vrijheid),1396
GM1895,Oldambt,Partij van de Arbeid (P.v.d.A.),1694
GM1895,Oldambt,Partij voor de Dieren,584
GM1895,Oldambt,Partij voor het Noorden,732
GM1895,Oldambt,SP (Socialistische Partij),1309
GM1895,Oldambt,Staatkundig Gereformeerde Partij (SGP),116
GM1895,Oldambt,VVD,1068
GM1895,Oldambt,Volt,208
GM1896,Zwartewaterland,50PLUS,89
GM1896,Zwartewaterland,Alliantie,227
GM1896,Zwartewaterland,BBB,3458
GM1896,Zwartewaterland,Belang van Nederland (BVNL),85
GM1896,Zwartewaterland,CDA,985
GM1896,Zwartewaterland,ChristenUnie,1600
GM1896,Zwartewaterland,D66,145
GM1896,Zwartewaterland,Forum voor Democratie,283
GM1896,Zwartewaterland,GROENLINKS,273
GM1896,Zwartewaterland,JA21,418
GM1896,Zwartewaterland,JEZUS LEEFT,28
GM1896,Zwartewaterland,PVV (Partij voor de Vrijheid),547
GM1896,Zwartewaterland,Partij van de Arbeid (P.v.d.A.),507
GM1896,Zwartewaterland,Partij voor de Dieren,220
GM1896,Zwartewaterland,SP (Socialistische Partij),235
GM1896,Zwartewaterland,Samen Lokaal Twente,24
GM1896,Zwartewaterland,Staatkundig Gereformeerde Partij (SGP),3056
GM1896,Zwartewaterland,VVD,545
GM1896,Zwartewaterland,Volt,122
GM1900,Súdwest-Fryslân,50PLUS,447
GM1900,Súdwest-Fryslân,"AWP voor Water, Klimaat en Natuur",339
GM1900,Súdwest-Fryslân,BBB,13678
GM1900,Súdwest-Fryslân,Belang van Nederland (BVNL),619
GM1900,Súdwest-Fryslân,CDA,4817
GM1900,Súdwest-Fryslân,ChristenUnie,1776
GM1900,Súdwest-Fryslân,D66,1691
GM1900,Súdwest-Fryslân,FNP,4328
GM1900,Súdwest-Fryslân,Forum voor Democratie,1624
GM1900,Súdwest-Fryslân,GROENLINKS,2611
GM1900,Súdwest-Fryslân,JA21,1286
GM1900,Súdwest-Fryslân,PVV (Partij voor de Vrijheid),1797
GM1900,Súdwest-Fryslân,Partij van de Arbeid (P.v.d.A.),4862
GM1900,Súdwest-Fryslân,Partij voor de Dieren,1446
GM1900,Súdwest-Fryslân,Provinciaal Belang Fryslân,907
GM1900,Súdwest-Fryslân,SP (Socialistische Partij),1533
GM1900,Súdwest-Fryslân,VVD,3480
GM1901,Bodegraven-Reeuwijk,50PLUS,402
GM1901,Bodegraven-Reeuwijk,"AWP voor water, klimaat en natuur",133
GM1901,Bodegraven-Reeuwijk,BBB,4184
GM1901,Bodegraven-Reeuwijk,Belang van Nederland (BVNL),151
GM1901,Bodegraven-Reeuwijk,CDA,1454
GM1901,Bodegraven-Reeuwijk,ChristenUnie,1195
GM1901,Bodegraven-Reeuwijk,D66,981
GM1901,Bodegraven-Reeuwijk,DENK,19
GM1901,Bodegraven-Reeuwijk,Forum voor Democratie,523
GM1901,Bodegraven-Reeuwijk,GOUD,66
GM1901,Bodegraven-Reeuwijk,GROENLINKS,1092
GM1901,Bodegraven-Reeuwijk,JA21,863
GM1901,Bodegraven-Reeuwijk,PVV (Partij voor de Vrijheid),673
GM1901,Bodegraven-Reeuwijk,Partij van de Arbeid (P.v.d.A.),725
GM1901,Bodegraven-Reeuwijk,Partij voor de Dieren,435
GM1901,Bodegraven-Reeuwijk,SP (Socialistische Partij),334
GM1901,Bodegraven-Reeuwijk,Staatkundig Gereformeerde Partij (SGP),1779
GM1901,Bodegraven-Reeuwijk,VVD,2383
GM1901,Bodegraven-Reeuwijk,Volt,325
GM1903,Eijsden-Margraten,50PLUS,459
GM1903,Eijsden-Margraten,"AWP voor Water, Klimaat en Natuur",69
GM1903,Eijsden-Margraten,BBB,2291
GM1903,Eijsden-Margraten,Belang van Nederland (BVNL),72
GM1903,Eijsden-Margraten,CDA,1419
GM1903,Eijsden-Margraten,ChristenUnie,88
GM1903,Eijsden-Margraten,D66,1014
GM1903,Eijsden-Margraten,Forum voor Democratie,285
GM1903,Eijsden-Margraten,GROENLINKS,1206
GM1903,Eijsden-Margraten,Hart voor Vrijheid,4
GM1903,Eijsden-Margraten,JA21,441
GM1903,Eijsden-Margraten,JEZUS LEEFT,34
GM1903,Eijsden-Margraten,LOKAAL-LIMBURG,602
GM1903,Eijsden-Margraten,Limburgse Senioren Partij (LSP),27
GM1903,Eijsden-Margraten,Omzien!,24
GM1903,Eijsden-Margraten,PVV (Partij voor de Vrijheid),1010
GM1903,Eijsden-Margraten,Partij van de Arbeid (P.v.d.A.),869
GM1903,Eijsden-Margraten,Partij voor de Dieren,602
GM1903,Eijsden-Margraten,SP (Socialistische Partij),564
GM1903,Eijsden-Margraten,VVD,1300
GM1904,Stichtse Vecht,50PLUS,864
GM1904,Stichtse Vecht,BBB,5251
GM1904,Stichtse Vecht,Belang van Nederland (BVNL),300
GM1904,Stichtse Vecht,CDA,2420
GM1904,Stichtse Vecht,ChristenUnie,1090
GM1904,Stichtse Vecht,D66,2521
GM1904,Stichtse Vecht,DENK,225
GM1904,Stichtse Vecht,Forum voor Democratie,657
GM1904,Stichtse Vecht,GROENLINKS,2798
GM1904,Stichtse Vecht,JA21,1822
GM1904,Stichtse Vecht,PVV (Partij voor de Vrijheid),1531
GM1904,Stichtse Vecht,Partij van de Arbeid (P.v.d.A.),2065
GM1904,Stichtse Vecht,Partij voor de Dieren,1243
GM1904,Stichtse Vecht,SP (Socialistische Partij),789
GM1904,Stichtse Vecht,Staatkundig Gereformeerde Partij (SGP),757
GM1904,Stichtse Vecht,U26 GEMEENTEN,325
GM1904,Stichtse Vecht,VVD,4688
GM1904,Stichtse Vecht,Volt,1033
GM1904,Stichtse Vecht,ZWARTE PIET IS ZWART,45
GM1911,Hollands Kroon,50PLUS,712
GM1911,Hollands Kroon,"AWP voor water, klimaat en natuur",107
GM1911,Hollands Kroon,BBB,8632
GM1911,Hollands Kroon,Belang van Nederland (BVNL),264
GM1911,Hollands Kroon,CDA,1243
GM1911,Hollands Kroon,CODE ORANJE,151
GM1911,Hollands Kroon,ChristenUnie,430
GM1911,Hollands Kroon,D66,622
GM1911,Hollands Kroon,DENK,43
GM1911,Hollands Kroon,Forum voor Democratie,861
GM1911,Hollands Kroon,GROENLINKS,930
GM1911,Hollands Kroon,JA21,1177
GM1911,Hollands Kroon,JEZUS LEEFT,36
GM1911,Hollands Kroon,Namens Noord-Hollanders.,44
GM1911,Hollands Kroon,Nederland met een PLAN (S.V.P.),79
GM1911,Hollands Kroon,Onafhankelijke Politiek-NH OPNH,614
GM1911,Hollands Kroon,PVV (Partij voor de Vrijheid),972
GM1911,Hollands Kroon,Partij van de Arbeid (P.v.d.A.),1402
GM1911,Hollands Kroon,Partij voor de Dieren,669
GM1911,Hollands Kroon,Piratenpartij,69
GM1911,Hollands Kroon,SP (Socialistische Partij),631
GM1911,Hollands Kroon,VVD,2287
GM1911,Hollands Kroon,Volt,340
GM1916,Leidschendam-Voorburg,50PLUS,843
GM1916,Leidschendam-Voorburg,"AWP voor water, klimaat en natuur",442
GM1916,Leidschendam-Voorburg,BBB,3803
GM1916,Leidschendam-Voorburg,Belang van Nederland (BVNL),329
GM1916,Leidschendam-Voorburg,CDA,2303
GM1916,Leidschendam-Voorburg,ChristenUnie,820
GM1916,Leidschendam-Voorburg,D66,3974
GM1916,Leidschendam-Voorburg,DENK,127
GM1916,Leidschendam-Voorburg,Forum voor Democratie,1104
GM1916,Leidschendam-Voorburg,GOUD,113
GM1916,Leidschendam-Voorburg,GROENLINKS,3730
GM1916,Leidschendam-Voorburg,JA21,1728
GM1916,Leidschendam-Voorburg,PVV (Partij voor de Vrijheid),1957
GM1916,Leidschendam-Voorburg,Partij van de Arbeid (P.v.d.A.),2413
GM1916,Leidschendam-Voorburg,Partij voor de Dieren,1737
GM1916,Leidschendam-Voorburg,SP (Socialistische Partij),998
GM1916,Leidschendam-Voorburg,Staatkundig Gereformeerde Partij (SGP),169
GM1916,Leidschendam-Voorburg,VVD,5894
GM1916,Leidschendam-Voorburg,Volt,1123
GM1924,Goeree-Overflakkee,50PLUS,627
GM1924,Goeree-Overflakkee,"AWP voor water, klimaat en natuur",184
GM1924,Goeree-Overflakkee,BBB,6278
GM1924,Goeree-Overflakkee,Belang van Nederland (BVNL),457
GM1924,Goeree-Overflakkee,CDA,2512
GM1924,Goeree-Overflakkee,ChristenUnie,1673
GM1924,Goeree-Overflakkee,D66,622
GM1924,Goeree-Overflakkee,DENK,16
GM1924,Goeree-Overflakkee,Forum voor Democratie,914
GM1924,Goeree-Overflakkee,GOUD,41
GM1924,Goeree-Overflakkee,GROENLINKS,747
GM1924,Goeree-Overflakkee,JA21,1281
GM1924,Goeree-Overflakkee,JEZUS LEEFT,43
GM1924,Goeree-Overflakkee,PVV (Partij voor de Vrijheid),1632
GM1924,Goeree-Overflakkee,Partij van de Arbeid (P.v.d.A.),1420
GM1924,Goeree-Overflakkee,Partij voor de Dieren,742
GM1924,Goeree-Overflakkee,SP (Socialistische Partij),579
GM1924,Goeree-Overflakkee,Staatkundig Gereformeerde Partij (SGP),4933
GM1924,Goeree-Overflakkee,VVD,2545
GM1924,Goeree-Overflakkee,Volt,171
GM1926,Pijnacker-Nootdorp,50PLUS,854
GM1926,Pijnacker-Nootdorp,"AWP voor water, klimaat en natuur",328
GM1926,Pijnacker-Nootdorp,BBB,4051
GM1926,Pijnacker-Nootdorp,Belang van Nederland (BVNL),289
GM1926,Pijnacker-Nootdorp,CDA,2102
GM1926,Pijnacker-Nootdorp,ChristenUnie,916
GM1926,Pijnacker-Nootdorp,D66,2529
GM1926,Pijnacker-Nootdorp,DENK,102
GM1926,Pijnacker-Nootdorp,Forum voor Democratie,824
GM1926,Pijnacker-Nootdorp,GOUD,185
GM1926,Pijnacker-Nootdorp,GROENLINKS,2434
GM1926,Pijnacker-Nootdorp,JA21,1636
GM1926,Pijnacker-Nootdorp,PVV (Partij voor de Vrijheid),1463
GM1926,Pijnacker-Nootdorp,Partij van de Arbeid (P.v.d.A.),1421
GM1926,Pijnacker-Nootdorp,Partij voor de Dieren,1115
GM1926,Pijnacker-Nootdorp,SP (Socialistische Partij),704
GM1926,Pijnacker-Nootdorp,Staatkundig Gereformeerde Partij (SGP),296
GM1926,Pijnacker-Nootdorp,VVD,4244
GM1926,Pijnacker-Nootdorp,Volt,741
GM1930,Nissewaard,50PLUS,1521
GM1930,Nissewaard,"AWP voor water, klimaat en natuur",221
GM1930,Nissewaard,BBB,5835
GM1930,Nissewaard,Belang van Nederland (BVNL),729
GM1930,Nissewaard,CDA,1545
GM1930,Nissewaard,ChristenUnie,744
GM1930,Nissewaard,D66,1076
GM1930,Nissewaard,DENK,183
GM1930,Nissewaard,Forum voor Democratie,1505
GM1930,Nissewaard,GOUD,99
GM1930,Nissewaard,GROENLINKS,1668
GM1930,Nissewaard,JA21,2718
GM1930,Nissewaard,JEZUS LEEFT,62
GM1930,Nissewaard,PVV (Partij voor de Vrijheid),3261
GM1930,Nissewaard,Partij van de Arbeid (P.v.d.A.),2403
GM1930,Nissewaard,Partij voor de Dieren,997
GM1930,Nissewaard,SP (Socialistische Partij),1443
GM1930,Nissewaard,Staatkundig Gereformeerde Partij (SGP),321
GM1930,Nissewaard,VVD,3546
GM1930,Nissewaard,Volt,367
GM1931,Krimpenerwaard,50PLUS,878
GM1931,Krimpenerwaard,"AWP voor water, klimaat en natuur",360
GM1931,Krimpenerwaard,BBB,7007
GM1931,Krimpenerwaard,Belang van Nederland (BVNL),286
GM1931,Krimpenerwaard,CDA,1900
GM1931,Krimpenerwaard,ChristenUnie,1753
GM1931,Krimpenerwaard,D66,1366
GM1931,Krimpenerwaard,DENK,70
GM1931,Krimpenerwaard,Forum voor Democratie,872
GM1931,Krimpenerwaard,GOUD,124
GM1931,Krimpenerwaard,GROENLINKS,1598
GM1931,Krimpenerwaard,JA21,1676
GM1931,Krimpenerwaard,PVV (Partij voor de Vrijheid),1500
GM1931,Krimpenerwaard,Partij van de Arbeid (P.v.d.A.),1607
GM1931,Krimpenerwaard,Partij voor de Dieren,971
GM1931,Krimpenerwaard,SP (Socialistische Partij),730
GM1931,Krimpenerwaard,Staatkundig Gereformeerde Partij (SGP),3460
GM1931,Krimpenerwaard,VVD,3642
GM1931,Krimpenerwaard,Volt,398
GM1940,De Fryske Marren,50PLUS,227
GM1940,De Fryske Marren,"AWP voor Water, Klimaat en Natuur",146
GM1940,De Fryske Marren,BBB,9829
GM1940,De Fryske Marren,Belang van Nederland (BVNL),368
GM1940,De Fryske Marren,CDA,2672
GM1940,De Fryske Marren,ChristenUnie,1010
GM1940,De Fryske Marren,D66,814
GM1940,De Fryske Marren,FNP,2837
GM1940,De Fryske Marren,Forum voor Democratie,965
GM1940,De Fryske Marren,GROENLINKS,1383
GM1940,De Fryske Marren,JA21,877
GM1940,De Fryske Marren,PVV (Partij voor de Vrijheid),1156
GM1940,De Fryske Marren,Partij van de Arbeid (P.v.d.A.),2321
GM1940,De Fryske Marren,Partij voor de Dieren,704
GM1940,De Fryske Marren,Provinciaal Belang Fryslân,495
GM1940,De Fryske Marren,SP (Socialistische Partij),666
GM1940,De Fryske Marren,VVD,2188
GM1942,Gooise Meren,50PLUS,688
GM1942,Gooise Meren,"AWP voor water, klimaat en natuur",245
GM1942,Gooise Meren,BBB,2726
GM1942,Gooise Meren,Belang van Nederland (BVNL),286
GM1942,Gooise Meren,CDA,1350
GM1942,Gooise Meren,CODE ORANJE,82
GM1942,Gooise Meren,ChristenUnie,698
GM1942,Gooise Meren,D66,3795
GM1942,Gooise Meren,DENK,109
GM1942,Gooise Meren,Forum voor Democratie,761
GM1942,Gooise Meren,GROENLINKS,2804
GM1942,Gooise Meren,JA21,1497
GM1942,Gooise Meren,Namens Noord-Hollanders.,43
GM1942,Gooise Meren,Nederland met een PLAN (S.V.P.),62
GM1942,Gooise Meren,Onafhankelijke Politiek-NH OPNH,214
GM1942,Gooise Meren,PVV (Partij voor de Vrijheid),832
GM1942,Gooise Meren,Partij van de Arbeid (P.v.d.A.),2542
GM1942,Gooise Meren,Partij voor de Dieren,1836
GM1942,Gooise Meren,Piratenpartij,73
GM1942,Gooise Meren,SP (Socialistische Partij),590
GM1942,Gooise Meren,VVD,5941
GM1942,Gooise Meren,Volt,1628
GM1945,Berg en Dal,50PLUS,342
